"PedigreeNodeId","Temp","V:0","V:1","V:2","Pres","AsH3","GaMe3","CH4","H2","Points:0","Points:1","Points:2"
2764,337,0.00096233,-0.96984,-10.268,0.026836,0.15295,0.0063914,0.00020075,0.84046,-1.5685,-4.3094,4.3591
151,293.15,0,0,0,0.027696,0.16799,0.0070369,0.00027503,0.8247,0,5.75,3.6576
738,313.29,-0.20312,0.25614,-6.5793,0.02768,0.16262,0.0067849,0.00026789,0.83033,0,5.362,3.6576
2765,313.29,-0.2441,0.21707,-6.5792,0.027681,0.16262,0.0067848,0.00026789,0.83033,-0.9311,5.2805,3.6576
2043,293.15,0,0,0,0.027696,0.16799,0.0070369,0.00027503,0.8247,-0.99848,5.6626,3.6576
2766,313.29,-0.27781,0.17155,-6.5791,0.027681,0.16262,0.0067848,0.00026787,0.83033,-1.8339,5.0386,3.6576
2030,293.15,0,0,0,0.027696,0.16799,0.0070369,0.00027501,0.8247,-1.9666,5.4032,3.6576
2767,313.28,-0.30334,0.12083,-6.5791,0.027681,0.16262,0.0067848,0.00026784,0.83033,-2.681,4.6436,3.6576
2017,293.15,0,0,0,0.027696,0.16799,0.0070368,0.00027498,0.8247,-2.875,4.9797,3.6576
2768,313.28,-0.31991,0.066285,-6.5794,0.027681,0.16262,0.0067849,0.0002678,0.83033,-3.4466,4.1075,3.6576
2004,293.15,0,0,0,0.027697,0.16799,0.0070368,0.00027494,0.8247,-3.696,4.4048,3.6576
2769,313.27,-0.32677,0.0094795,-6.5798,0.027681,0.16262,0.006785,0.00026776,0.83033,-4.1075,3.4466,3.6576
1991,293.15,0,0,0,0.027697,0.16799,0.0070369,0.0002749,0.8247,-4.4048,3.696,3.6576
2770,313.27,-0.32345,-0.047619,-6.5804,0.027681,0.16262,0.0067851,0.00026773,0.83033,-4.6436,2.681,3.6576
1978,293.15,0,0,0,0.027697,0.16799,0.007037,0.00027487,0.8247,-4.9797,2.875,3.6576
2771,313.28,-0.31018,-0.10306,-6.5807,0.027681,0.16262,0.0067853,0.00026772,0.83033,-5.0386,1.8339,3.6576
1965,293.15,0,0,0,0.027696,0.16799,0.0070372,0.00027485,0.8247,-5.4032,1.9666,3.6576
2772,313.28,-0.28756,-0.15529,-6.5808,0.027681,0.16262,0.0067853,0.00026771,0.83033,-5.2805,0.9311,3.6576
1952,293.15,0,0,0,0.027696,0.16799,0.0070373,0.00027484,0.8247,-5.6626,0.99848,3.6576
2773,313.28,-0.25625,-0.20288,-6.5806,0.027681,0.16262,0.0067854,0.00026771,0.83033,-5.362,1.8624e-14,3.6576
1939,293.15,0,0,0,0.027697,0.16799,0.0070374,0.00027484,0.8247,-5.75,6.2173e-15,3.6576
2774,313.28,-0.21715,-0.24442,-6.5805,0.027681,0.16262,0.0067854,0.00026771,0.83033,-5.2805,-0.9311,3.6576
1926,293.15,0,0,0,0.027697,0.16799,0.0070373,0.00027484,0.8247,-5.6626,-0.99848,3.6576
2775,313.28,-0.17138,-0.27865,-6.5803,0.027682,0.16262,0.0067853,0.00026771,0.83033,-5.0386,-1.8339,3.6576
1913,293.15,0,0,0,0.027697,0.16799,0.0070372,0.00027485,0.8247,-5.4032,-1.9666,3.6576
2776,313.27,-0.12027,-0.3045,-6.58,0.027682,0.16262,0.0067852,0.00026772,0.83033,-4.6436,-2.681,3.6576
1900,293.15,0,0,0,0.027697,0.16799,0.0070371,0.00027486,0.8247,-4.9797,-2.875,3.6576
2777,313.27,-0.065331,-0.32108,-6.5798,0.027681,0.16262,0.0067851,0.00026775,0.83033,-4.1075,-3.4466,3.6576
1887,293.15,0,0,0,0.027697,0.16799,0.007037,0.00027488,0.8247,-4.4048,-3.696,3.6576
2778,313.28,-0.0083146,-0.32768,-6.5798,0.027681,0.16262,0.006785,0.00026778,0.83033,-3.4466,-4.1075,3.6576
1874,293.15,0,0,0,0.027696,0.16799,0.0070369,0.00027491,0.8247,-3.696,-4.4048,3.6576
2779,313.28,0.048771,-0.32405,-6.5797,0.027681,0.16262,0.0067849,0.00026782,0.83033,-2.681,-4.6436,3.6576
1861,293.15,0,0,0,0.027696,0.16799,0.0070369,0.00027495,0.8247,-2.875,-4.9797,3.6576
2780,313.29,0.10407,-0.31049,-6.5796,0.027681,0.16262,0.0067849,0.00026785,0.83033,-1.8339,-5.0386,3.6576
1848,293.15,0,0,0,0.027696,0.16799,0.0070369,0.00027499,0.8247,-1.9666,-5.4032,3.6576
2781,313.29,0.156,-0.2876,-6.5795,0.02768,0.16262,0.0067849,0.00026788,0.83033,-0.9311,-5.2805,3.6576
1835,293.15,0,0,0,0.027696,0.16799,0.0070369,0.00027502,0.8247,-0.99848,-5.6626,3.6576
203,313.29,0.20312,-0.25614,-6.5793,0.02768,0.16262,0.0067849,0.00026789,0.83033,0,-5.362,3.6576
137,293.15,0,0,0,0.027696,0.16799,0.0070369,0.00027503,0.8247,0,-5.75,3.6576
737,333.58,-0.40415,0.57163,-9.8773,0.027709,0.15786,0.0065522,0.00026509,0.83532,0,4.974,3.6576
2782,333.58,-0.49658,0.49296,-9.8771,0.027709,0.15786,0.0065522,0.00026509,0.83532,-0.86373,4.8984,3.6576
2783,333.58,0.29947,-0.63327,-9.8776,0.027709,0.15786,0.0065522,0.00026508,0.83532,-0.86373,-4.8984,3.6576
204,333.58,0.40415,-0.57163,-9.8773,0.027709,0.15786,0.0065522,0.00026509,0.83532,0,-4.974,3.6576
736,354.11,-0.60532,0.77602,-10.864,0.027761,0.15364,0.0063241,0.00027094,0.83977,0,4.586,3.6576
2784,354.11,-0.72996,0.6594,-10.864,0.027761,0.15364,0.0063241,0.00027093,0.83977,-0.79635,4.5163,3.6576
2785,354.11,0.46228,-0.86958,-10.864,0.027761,0.15364,0.0063242,0.00027092,0.83977,-0.79635,-4.5163,3.6576
205,354.11,0.60532,-0.77602,-10.864,0.027761,0.15364,0.0063241,0.00027094,0.83977,0,-4.586,3.6576
735,374.91,-0.80636,0.79025,-10.295,0.027801,0.14967,0.0060811,0.00028555,0.84397,0,4.198,3.6576
2786,374.9,-0.93017,0.63857,-10.295,0.027801,0.14967,0.0060811,0.00028555,0.84397,-0.72897,4.1342,3.6576
2787,374.9,0.65793,-0.91864,-10.296,0.027801,0.14967,0.0060812,0.00028554,0.84396,-0.72897,-4.1342,3.6576
206,374.91,0.80636,-0.79025,-10.295,0.027801,0.14967,0.0060811,0.00028555,0.84397,0,-4.198,3.6576
2788,374.89,-1.026,0.46831,-10.295,0.027801,0.14967,0.0060812,0.00028553,0.84396,-1.4358,3.9448,3.6576
2789,374.87,-1.0915,0.28452,-10.297,0.027802,0.14967,0.0060815,0.00028548,0.84396,-2.099,3.6356,3.6576
2790,374.85,-1.1252,0.091756,-10.299,0.027802,0.14968,0.0060818,0.00028543,0.84396,-2.6984,3.2159,3.6576
2791,374.83,-1.1247,-0.10547,-10.301,0.027802,0.14968,0.006082,0.00028539,0.84395,-3.2159,2.6984,3.6576
2792,374.83,-1.0884,-0.30045,-10.303,0.027802,0.14968,0.0060822,0.00028536,0.84395,-3.6356,2.099,3.6576
2793,374.85,-1.0185,-0.48547,-10.303,0.027802,0.14968,0.0060823,0.00028535,0.84395,-3.9448,1.4358,3.6576
2794,374.86,-0.91849,-0.65535,-10.303,0.027802,0.14968,0.0060823,0.00028535,0.84395,-4.1342,0.72897,3.6576
2795,374.87,-0.79082,-0.80552,-10.302,0.027802,0.14968,0.0060823,0.00028535,0.84396,-4.198,-2.7894e-15,3.6576
2796,374.86,-0.63905,-0.93126,-10.302,0.027802,0.14968,0.0060824,0.00028534,0.84395,-4.1342,-0.72897,3.6576
2797,374.85,-0.46811,-1.0286,-10.302,0.027802,0.14968,0.0060824,0.00028534,0.84395,-3.9448,-1.4358,3.6576
2798,374.83,-0.28333,-1.0951,-10.302,0.027802,0.14968,0.0060823,0.00028535,0.84395,-3.6356,-2.099,3.6576
2799,374.83,-0.089178,-1.1289,-10.301,0.027802,0.14968,0.0060822,0.00028537,0.84395,-3.2159,-2.6984,3.6576
2800,374.84,0.10932,-1.1275,-10.3,0.027802,0.14968,0.0060819,0.00028541,0.84395,-2.6984,-3.2159,3.6576
2801,374.86,0.30438,-1.0904,-10.299,0.027801,0.14967,0.0060816,0.00028546,0.84396,-2.099,-3.6356,3.6576
2802,374.89,0.48905,-1.0198,-10.297,0.027801,0.14967,0.0060813,0.00028551,0.84396,-1.4358,-3.9448,3.6576
2803,333.57,-0.57416,0.3996,-9.8772,0.027709,0.15786,0.0065522,0.00026507,0.83532,-1.7012,4.674,3.6576
2804,333.57,-0.63477,0.29421,-9.8775,0.027709,0.15786,0.0065523,0.00026504,0.83532,-2.487,4.3076,3.6576
2805,333.56,-0.67656,0.17963,-9.8783,0.027709,0.15786,0.0065524,0.000265,0.83532,-3.1972,3.8103,3.6576
2806,333.55,-0.69779,0.059062,-9.8793,0.027709,0.15786,0.0065525,0.00026496,0.83532,-3.8103,3.1972,3.6576
2807,333.55,-0.69731,-0.063424,-9.8802,0.027709,0.15786,0.0065527,0.00026493,0.83532,-4.3076,2.487,3.6576
2808,333.56,-0.67545,-0.18364,-9.8808,0.027709,0.15786,0.0065528,0.00026491,0.83532,-4.674,1.7012,3.6576
2809,333.56,-0.63325,-0.29814,-9.8807,0.027709,0.15786,0.0065529,0.00026491,0.83532,-4.8984,0.86373,3.6576
2810,333.56,-0.57192,-0.4037,-9.8803,0.027709,0.15786,0.0065529,0.00026491,0.83532,-4.974,2.9421e-14,3.6576
2811,333.56,-0.49319,-0.49716,-9.8801,0.02771,0.15786,0.0065529,0.00026491,0.83532,-4.8984,-0.86373,3.6576
2812,333.56,-0.3994,-0.57568,-9.88,0.02771,0.15786,0.0065528,0.00026491,0.83532,-4.674,-1.7012,3.6576
2813,333.55,-0.29332,-0.63684,-9.8797,0.02771,0.15786,0.0065528,0.00026492,0.83532,-4.3076,-2.487,3.6576
2814,333.55,-0.17798,-0.67864,-9.8793,0.027709,0.15786,0.0065526,0.00026494,0.83532,-3.8103,-3.1972,3.6576
2815,333.56,-0.056951,-0.69939,-9.879,0.027709,0.15786,0.0065525,0.00026497,0.83532,-3.1972,-3.8103,3.6576
2816,333.56,0.065561,-0.69836,-9.8786,0.027709,0.15786,0.0065524,0.00026501,0.83532,-2.487,-4.3076,3.6576
2817,333.57,0.18554,-0.67598,-9.8781,0.027709,0.15786,0.0065523,0.00026505,0.83532,-1.7012,-4.674,3.6576
2818,354.1,-0.8327,0.52325,-10.864,0.027761,0.15364,0.0063242,0.00027091,0.83977,-1.5685,4.3094,3.6576
2819,354.09,-0.91081,0.37153,-10.865,0.027761,0.15364,0.0063243,0.00027088,0.83977,-2.293,3.9716,3.6576
2820,354.07,-0.96202,0.20818,-10.866,0.027761,0.15364,0.0063245,0.00027083,0.83976,-2.9478,3.5131,3.6576
2821,354.06,-0.98398,0.037561,-10.868,0.027762,0.15364,0.0063247,0.00027079,0.83976,-3.5131,2.9478,3.6576
2822,354.06,-0.97514,-0.13461,-10.869,0.027761,0.15364,0.0063249,0.00027076,0.83976,-3.9716,2.293,3.6576
2823,354.07,-0.93638,-0.30217,-10.87,0.027761,0.15364,0.006325,0.00027074,0.83976,-4.3094,1.5685,3.6576
2824,354.08,-0.86955,-0.46034,-10.869,0.027762,0.15364,0.006325,0.00027074,0.83976,-4.5163,0.79635,3.6576
2825,354.08,-0.77648,-0.60467,-10.869,0.027762,0.15364,0.006325,0.00027074,0.83976,-4.586,2.8991e-14,3.6576
2826,354.08,-0.6598,-0.73078,-10.869,0.027762,0.15364,0.0063251,0.00027074,0.83976,-4.5163,-0.79635,3.6576
2827,354.07,-0.52309,-0.8348,-10.869,0.027762,0.15364,0.0063251,0.00027074,0.83976,-4.3094,-1.5685,3.6576
2828,354.06,-0.37044,-0.91367,-10.868,0.027762,0.15365,0.006325,0.00027075,0.83976,-3.9716,-2.293,3.6576
2829,354.06,-0.206,-0.96492,-10.868,0.027762,0.15364,0.0063248,0.00027077,0.83976,-3.5131,-2.9478,3.6576
2830,354.07,-0.034594,-0.98619,-10.867,0.027761,0.15364,0.0063247,0.00027081,0.83976,-2.9478,-3.5131,3.6576
2831,354.08,0.13764,-0.97662,-10.866,0.027761,0.15364,0.0063244,0.00027085,0.83976,-2.293,-3.9716,3.6576
2832,354.1,0.30491,-0.93718,-10.865,0.027761,0.15364,0.0063243,0.00027089,0.83977,-1.5685,-4.3094,3.6576
152,293.15,0,0,0,0.028225,0.173,0.0071518,0.00036532,0.81949,0,5.75,2.9841
742,321.5,-0.36434,0.28619,-7.251,0.028213,0.1654,0.0068007,0.00035356,0.82744,0,5.362,2.9841
2833,321.5,-0.40766,0.21876,-7.2509,0.028213,0.1654,0.0068007,0.00035356,0.82745,-0.9311,5.2805,2.9841
2042,293.15,0,0,0,0.028225,0.173,0.0071518,0.00036531,0.81949,-0.99848,5.6626,2.9841
2834,321.49,-0.43884,0.14499,-7.2508,0.028214,0.1654,0.0068007,0.00035354,0.82745,-1.8339,5.0386,2.9841
2029,293.15,0,0,0,0.028225,0.173,0.0071517,0.00036529,0.81949,-1.9666,5.4032,2.9841
2835,321.49,-0.45724,0.066879,-7.2508,0.028214,0.1654,0.0068008,0.0003535,0.82745,-2.681,4.6436,2.9841
2016,293.15,0,0,0,0.028226,0.17299,0.0071517,0.00036524,0.81949,-2.875,4.9797,2.9841
2836,321.48,-0.46231,-0.013616,-7.251,0.028215,0.1654,0.0068009,0.00035345,0.82744,-3.4466,4.1075,2.9841
2003,293.15,0,0,0,0.028226,0.17299,0.0071517,0.0003652,0.81949,-3.696,4.4048,2.9841
2837,321.48,-0.45345,-0.094274,-7.2514,0.028215,0.1654,0.006801,0.00035341,0.82744,-4.1075,3.4466,2.9841
1990,293.15,0,0,0,0.028226,0.17299,0.0071519,0.00036515,0.81949,-4.4048,3.696,2.9841
2838,321.48,-0.43033,-0.17222,-7.252,0.028215,0.1654,0.0068012,0.00035338,0.82744,-4.6436,2.681,2.9841
1977,293.15,0,0,0,0.028226,0.17299,0.007152,0.00036512,0.81949,-4.9797,2.875,2.9841
2839,321.48,-0.39374,-0.24449,-7.2523,0.028214,0.1654,0.0068013,0.00035337,0.82744,-5.0386,1.8339,2.9841
1964,293.15,0,0,0,0.028226,0.173,0.0071522,0.00036511,0.81949,-5.4032,1.9666,2.9841
2840,321.49,-0.34522,-0.30895,-7.2523,0.028214,0.1654,0.0068014,0.00035337,0.82744,-5.2805,0.9311,2.9841
1951,293.15,0,0,0,0.028226,0.173,0.0071523,0.00036511,0.81949,-5.6626,0.99848,2.9841
2841,321.49,-0.28636,-0.36398,-7.2522,0.028214,0.1654,0.0068014,0.00035337,0.82744,-5.362,2.4466e-14,2.9841
1938,293.15,0,0,0,0.028226,0.173,0.0071524,0.00036511,0.81949,-5.75,1.2435e-14,2.9841
2842,321.49,-0.2189,-0.40806,-7.252,0.028214,0.1654,0.0068014,0.00035337,0.82744,-5.2805,-0.9311,2.9841
1925,293.15,0,0,0,0.028226,0.173,0.0071524,0.00036511,0.81949,-5.6626,-0.99848,2.9841
2843,321.48,-0.14481,-0.44001,-7.2518,0.028215,0.1654,0.0068014,0.00035337,0.82744,-5.0386,-1.8339,2.9841
1912,293.15,0,0,0,0.028226,0.173,0.0071523,0.00036511,0.81949,-5.4032,-1.9666,2.9841
2844,321.48,-0.066093,-0.45898,-7.2516,0.028215,0.1654,0.0068013,0.00035337,0.82744,-4.6436,-2.681,2.9841
1899,293.15,0,0,0,0.028227,0.173,0.0071521,0.00036511,0.81949,-4.9797,-2.875,2.9841
2845,321.48,0.015106,-0.46418,-7.2514,0.028215,0.1654,0.0068012,0.00035339,0.82744,-4.1075,-3.4466,2.9841
1886,293.15,0,0,0,0.028227,0.17299,0.007152,0.00036513,0.81949,-4.4048,-3.696,2.9841
2846,321.48,0.096162,-0.45489,-7.2514,0.028214,0.1654,0.0068011,0.00035342,0.82744,-3.4466,-4.1075,2.9841
1873,293.15,0,0,0,0.028226,0.17299,0.0071519,0.00036516,0.81949,-3.696,-4.4048,2.9841
2847,321.49,0.17401,-0.4312,-7.2513,0.028214,0.1654,0.0068009,0.00035347,0.82744,-2.681,-4.6436,2.9841
1860,293.15,0,0,0,0.028226,0.173,0.0071519,0.00036521,0.81949,-2.875,-4.9797,2.9841
2848,321.49,0.24596,-0.39415,-7.2513,0.028213,0.1654,0.0068008,0.00035351,0.82744,-1.8339,-5.0386,2.9841
1847,293.15,0,0,0,0.028225,0.173,0.0071518,0.00036526,0.81949,-1.9666,-5.4032,2.9841
2849,321.5,0.30997,-0.34526,-7.2511,0.028213,0.1654,0.0068008,0.00035355,0.82744,-0.9311,-5.2805,2.9841
1834,293.15,0,0,0,0.028225,0.173,0.0071518,0.0003653,0.81949,-0.99848,-5.6626,2.9841
207,321.5,0.36434,-0.28619,-7.251,0.028213,0.1654,0.0068007,0.00035356,0.82744,0,-5.362,2.9841
138,293.15,0,0,0,0.028225,0.173,0.0071518,0.00036532,0.81949,0,-5.75,2.9841
741,349.57,-0.72016,0.60993,-10.648,0.028257,0.15889,0.0064827,0.000349,0.83427,0,4.974,2.9841
2850,349.56,-0.8137,0.47598,-10.648,0.028258,0.15889,0.0064827,0.000349,0.83427,-0.86373,4.8984,2.9841
2851,349.56,0.60472,-0.726,-10.649,0.028257,0.15889,0.0064828,0.00034898,0.83427,-0.86373,-4.8984,2.9841
208,349.57,0.72016,-0.60993,-10.648,0.028257,0.15889,0.0064827,0.000349,0.83427,0,-4.974,2.9841
740,377.47,-1.0705,0.76788,-11.469,0.028322,0.15318,0.0061701,0.00035591,0.8403,0,4.586,2.9841
2852,377.46,-1.1857,0.57086,-11.469,0.028323,0.15318,0.0061702,0.0003559,0.8403,-0.79635,4.5163,2.9841
2853,377.46,0.92264,-0.94253,-11.47,0.028322,0.15318,0.0061702,0.00035589,0.8403,-0.79635,-4.5163,2.9841
209,377.47,1.0705,-0.76788,-11.469,0.028322,0.15318,0.0061701,0.00035591,0.8403,0,-4.586,2.9841
739,405.17,-1.4122,0.68594,-10.644,0.028362,0.14785,0.0058395,0.00037324,0.84593,0,4.198,2.9841
2854,405.17,-1.5076,0.43092,-10.644,0.028362,0.14785,0.0058395,0.00037323,0.84593,-0.72897,4.1342,2.9841
2855,405.17,1.2736,-0.92138,-10.645,0.028362,0.14785,0.0058396,0.00037322,0.84593,-0.72897,-4.1342,2.9841
210,405.17,1.4122,-0.68594,-10.644,0.028362,0.14785,0.0058395,0.00037324,0.84593,0,-4.198,2.9841
2856,405.15,-1.5577,0.16426,-10.645,0.028362,0.14785,0.0058397,0.0003732,0.84593,-1.4358,3.9448,2.9841
2857,405.12,-1.5622,-0.10626,-10.646,0.028363,0.14786,0.00584,0.00037315,0.84593,-2.099,3.6356,2.9841
2858,405.09,-1.5215,-0.37422,-10.648,0.028363,0.14787,0.0058404,0.00037309,0.84592,-2.6984,3.2159,2.9841
2859,405.08,-1.435,-0.63381,-10.65,0.028363,0.14787,0.0058408,0.00037304,0.84592,-3.2159,2.6984,2.9841
2860,405.08,-1.302,-0.87612,-10.652,0.028363,0.14787,0.0058409,0.00037302,0.84591,-3.6356,2.099,2.9841
2861,405.11,-1.1282,-1.0903,-10.652,0.028363,0.14787,0.0058409,0.00037302,0.84592,-3.9448,1.4358,2.9841
2862,405.13,-0.92116,-1.27,-10.65,0.028363,0.14786,0.0058408,0.00037303,0.84592,-4.1342,0.72897,2.9841
2863,405.13,-0.68676,-1.411,-10.649,0.028363,0.14786,0.0058407,0.00037304,0.84592,-4.198,-4.8156e-15,2.9841
2864,405.13,-0.43164,-1.5091,-10.649,0.028363,0.14786,0.0058408,0.00037303,0.84592,-4.1342,-0.72897,2.9841
2865,405.11,-0.16417,-1.5614,-10.65,0.028363,0.14787,0.005841,0.00037302,0.84592,-3.9448,-1.4358,2.9841
2866,405.09,0.10775,-1.5675,-10.651,0.028363,0.14787,0.0058411,0.00037301,0.84591,-3.6356,-2.099,2.9841
2867,405.08,0.37814,-1.5274,-10.651,0.028363,0.14787,0.005841,0.00037302,0.84591,-3.2159,-2.6984,2.9841
2868,405.09,0.63999,-1.4392,-10.65,0.028363,0.14787,0.0058407,0.00037306,0.84592,-2.6984,-3.2159,2.9841
2869,405.12,0.88212,-1.3047,-10.648,0.028362,0.14786,0.0058402,0.00037312,0.84592,-2.099,-3.6356,2.9841
2870,405.15,1.0954,-1.1299,-10.646,0.028362,0.14786,0.0058398,0.00037318,0.84593,-1.4358,-3.9448,2.9841
2871,349.56,-0.88296,0.32817,-10.648,0.028258,0.15889,0.0064828,0.00034897,0.83427,-1.7012,4.674,2.9841
2872,349.55,-0.92635,0.17063,-10.648,0.028258,0.1589,0.0064829,0.00034893,0.83427,-2.487,4.3076,2.9841
2873,349.53,-0.94264,0.0073352,-10.649,0.028259,0.1589,0.0064831,0.00034888,0.83427,-3.1972,3.8103,2.9841
2874,349.53,-0.93044,-0.15734,-10.65,0.028259,0.1589,0.0064833,0.00034884,0.83427,-3.8103,3.1972,2.9841
2875,349.53,-0.88899,-0.31769,-10.651,0.028259,0.1589,0.0064834,0.00034881,0.83427,-4.3076,2.487,2.9841
2876,349.54,-0.81987,-0.46768,-10.651,0.028259,0.1589,0.0064835,0.0003488,0.83427,-4.674,1.7012,2.9841
2877,349.54,-0.72599,-0.6028,-10.651,0.028258,0.1589,0.0064836,0.0003488,0.83427,-4.8984,0.86373,2.9841
2878,349.55,-0.61036,-0.71949,-10.651,0.028259,0.1589,0.0064836,0.0003488,0.83427,-4.974,3.4986e-14,2.9841
2879,349.54,-0.47637,-0.81446,-10.651,0.028259,0.1589,0.0064836,0.0003488,0.83427,-4.8984,-0.86373,2.9841
2880,349.54,-0.32801,-0.8851,-10.65,0.028259,0.1589,0.0064836,0.0003488,0.83427,-4.674,-1.7012,2.9841
2881,349.53,-0.16941,-0.9295,-10.65,0.028259,0.1589,0.0064835,0.0003488,0.83427,-4.3076,-2.487,2.9841
2882,349.52,-0.0047811,-0.94598,-10.65,0.028259,0.1589,0.0064834,0.00034882,0.83427,-3.8103,-3.1972,2.9841
2883,349.53,0.16076,-0.93295,-10.65,0.028259,0.1589,0.0064833,0.00034885,0.83427,-3.1972,-3.8103,2.9841
2884,349.54,0.32101,-0.89051,-10.649,0.028258,0.1589,0.0064831,0.0003489,0.83427,-2.487,-4.3076,2.9841
2885,349.55,0.47046,-0.82058,-10.649,0.028258,0.1589,0.0064829,0.00034894,0.83427,-1.7012,-4.674,2.9841
2886,377.45,-1.2654,0.35746,-11.469,0.028323,0.15318,0.0061703,0.00035588,0.84029,-1.5685,4.3094,2.9841
2887,377.44,-1.308,0.13377,-11.47,0.028323,0.15318,0.0061705,0.00035583,0.84029,-2.293,3.9716,2.9841
2888,377.42,-1.3124,-0.094681,-11.471,0.028324,0.15319,0.0061707,0.00035578,0.84029,-2.9478,3.5131,2.9841
2889,377.4,-1.2772,-0.32216,-11.473,0.028324,0.15319,0.006171,0.00035573,0.84028,-3.5131,2.9478,2.9841
2890,377.41,-1.2014,-0.54084,-11.474,0.028324,0.15319,0.0061712,0.00035571,0.84028,-3.9716,2.293,2.9841
2891,377.42,-1.0883,-0.7421,-11.474,0.028324,0.15319,0.0061712,0.0003557,0.84028,-4.3094,1.5685,2.9841
2892,377.44,-0.9425,-0.91988,-11.474,0.028324,0.15319,0.0061712,0.00035571,0.84029,-4.5163,0.79635,2.9841
2893,377.44,-0.76855,-1.0695,-11.473,0.028324,0.15319,0.0061712,0.00035571,0.84029,-4.586,3.2543e-14,2.9841
2894,377.44,-0.57148,-1.1868,-11.473,0.028324,0.15319,0.0061712,0.00035571,0.84029,-4.5163,-0.79635,2.9841
2895,377.42,-0.35739,-1.2684,-11.473,0.028324,0.15319,0.0061713,0.0003557,0.84028,-4.3094,-1.5685,2.9841
2896,377.41,-0.13234,-1.3123,-11.473,0.028324,0.15319,0.0061713,0.0003557,0.84028,-3.9716,-2.293,2.9841
2897,377.4,0.098035,-1.317,-11.473,0.028324,0.15319,0.0061712,0.00035571,0.84028,-3.5131,-2.9478,2.9841
2898,377.41,0.32695,-1.2806,-11.473,0.028324,0.15319,0.006171,0.00035575,0.84028,-2.9478,-3.5131,2.9841
2899,377.43,0.54555,-1.2035,-11.472,0.028323,0.15318,0.0061707,0.0003558,0.84029,-2.293,-3.9716,2.9841
2900,377.45,0.74608,-1.0894,-11.47,0.028323,0.15318,0.0061704,0.00035585,0.84029,-1.5685,-4.3094,2.9841
153,293.15,0,0,0,0.028351,0.17782,0.0072132,0.00047325,0.8145,0,5.75,2.3376
746,332.94,-0.63644,0.38949,-8.0866,0.028334,0.16713,0.0067276,0.00045407,0.82569,0,5.362,2.3376
2901,332.93,-0.69312,0.27335,-8.0865,0.028335,0.16713,0.0067275,0.00045407,0.82569,-0.9311,5.2805,2.3376
2041,293.15,0,0,0,0.028352,0.17782,0.0072131,0.00047325,0.8145,-0.99848,5.6626,2.3376
2902,332.93,-0.72911,0.1494,-8.0864,0.028335,0.16713,0.0067276,0.00045404,0.82569,-1.8339,5.0386,2.3376
2028,293.15,0,0,0,0.028352,0.17781,0.0072131,0.00047322,0.8145,-1.9666,5.4032,2.3376
2903,332.92,-0.74379,0.021028,-8.0864,0.028336,0.16713,0.0067276,0.000454,0.82569,-2.681,4.6436,2.3376
2015,293.15,0,0,0,0.028353,0.17781,0.0072131,0.00047317,0.8145,-2.875,4.9797,2.3376
2904,332.92,-0.73681,-0.10853,-8.0866,0.028337,0.16713,0.0067278,0.00045395,0.82569,-3.4466,4.1075,2.3376
2002,293.15,0,0,0,0.028354,0.17781,0.0072132,0.00047311,0.8145,-3.696,4.4048,2.3376
2905,332.91,-0.70767,-0.23578,-8.087,0.028337,0.16713,0.006728,0.0004539,0.82569,-4.1075,3.4466,2.3376
1989,293.15,0,0,0,0.028354,0.17781,0.0072133,0.00047307,0.8145,-4.4048,3.696,2.3376
2906,332.92,-0.65626,-0.35621,-8.0875,0.028336,0.16713,0.0067282,0.00045388,0.82569,-4.6436,2.681,2.3376
1976,293.15,0,0,0,0.028354,0.17781,0.0072135,0.00047304,0.8145,-4.9797,2.875,2.3376
2907,332.92,-0.58418,-0.46514,-8.0878,0.028336,0.16713,0.0067283,0.00045387,0.82569,-5.0386,1.8339,2.3376
1963,293.15,0,0,0,0.028353,0.17782,0.0072137,0.00047304,0.8145,-5.4032,1.9666,2.3376
2908,332.93,-0.49433,-0.55919,-8.0878,0.028336,0.16713,0.0067284,0.00045388,0.82569,-5.2805,0.9311,2.3376
1950,293.15,0,0,0,0.028353,0.17782,0.0072139,0.00047304,0.8145,-5.6626,0.99848,2.3376
2909,332.93,-0.38973,-0.63598,-8.0877,0.028336,0.16713,0.0067284,0.00045388,0.82569,-5.362,3.0379e-14,2.3376
1937,293.15,0,0,0,0.028353,0.17782,0.0072139,0.00047305,0.81449,-5.75,1.8652e-14,2.3376
2910,332.93,-0.27358,-0.69354,-8.0876,0.028336,0.16713,0.0067284,0.00045388,0.82569,-5.2805,-0.9311,2.3376
1924,293.15,0,0,0,0.028353,0.17782,0.0072139,0.00047304,0.8145,-5.6626,-0.99848,2.3376
2911,332.92,-0.14928,-0.73048,-8.0874,0.028337,0.16713,0.0067284,0.00045387,0.82569,-5.0386,-1.8339,2.3376
1911,293.15,0,0,0,0.028354,0.17782,0.0072138,0.00047304,0.8145,-5.4032,-1.9666,2.3376
2912,332.92,-0.02015,-0.74599,-8.0872,0.028337,0.16713,0.0067283,0.00045387,0.82569,-4.6436,-2.681,2.3376
1898,293.15,0,0,0,0.028354,0.17781,0.0072137,0.00047303,0.8145,-4.9797,-2.875,2.3376
2913,332.91,0.11043,-0.73928,-8.087,0.028337,0.16713,0.0067282,0.00045388,0.82569,-4.1075,-3.4466,2.3376
